"","majors_declared","course_satisfaction","institution_satisfaction","mentorship_satisfaction","progress_satisfaction","current_gpa","distance_from_campus","rstudio_community_posts","blog_posts","has_repeated_courses","user_group_member","goal_setting","exercise_routine","sleep_7_hours","has_morning_routine","in_state","scholarship","full_time","has_dependents","has_opensource_contrib","package_author","conference_speaker","eats_breakfast","caffine_drinker","meditation_routine","snooze_alarm","self_care_rituals","hs_gpa","age","twitter_user","major","minor","risk","student_id"
"14",1,3.7875207173638,4.6278310851194,3.76624332484789,4.11051147885155,3.13737572846003,9,15,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.67262568010483,30.7118886276719,TRUE,"tidyverse","carat","No",14
"15",1,4.61788829183206,4.32084853434935,3.93710039951839,4.43910136417253,3.88999929162674,10,13,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.7494340952835,28.7008487933455,FALSE,"rmarkdown","keras","No",15
"16",3,3.77742075920105,3.59087883075699,4.28110418620054,3.37301796377869,3.94989607075695,10,13,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3.12585410609609,34.5700370174765,TRUE,"sparklyr","carat","No",16
"17",1,4.18356041284278,3.72394388308749,4.57687905157218,3.02644450927619,2.85766798630357,9,21,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3.02872072067112,32.0020691837163,TRUE,"tidyverse","leaflet","No",17
"18",3,3.52340282872319,3.33480885764584,4.1580038346583,3.67822342470754,3.18953357526334,11,24,22,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.34749767591711,26.8983460016956,TRUE,"sparklyr","purrr","No",18
"19",1,3.31508216774091,3.82107237027958,2.79830505466089,4.00443871738389,3.68673898925772,12,18,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3.49121234501945,25.1640185194887,TRUE,"tidyverse","carat","No",19
"20",1,4.40449358057231,4.34793345490471,4.28070404671598,3.46448044251883,3.41530537267681,8,9,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.50439768756041,35.1629561578901,FALSE,"sparklyr","packrat","No",20
"21",1,3.28560152463615,4.63858335651457,3.0245529494714,4.69410953327315,3.37557218014263,10,18,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2.83430964022409,33.6998734741119,FALSE,"tidyverse","roxygen2","No",21
"22",1,4.72014169534668,3.35508779669181,3.86848969513085,4.19585344893858,3.84077845118009,7,14,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.78082932764664,30.2170119922554,TRUE,"sparklyr","keras","No",22
"23",2,3.00721432967111,3.92370213754475,4.07060032867594,4.68356187309837,3.43384510901524,7,18,6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.2893372423714,31.3710275386406,FALSE,"tidyverse","purrr","No",23
"24",3,3.07403278723359,3.80119063379243,4.57564835454104,4.34996119176503,3.23827747348696,12,23,9,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.11216628359398,32.2898447331305,FALSE,"shiny","broom","No",24
"25",1,3.94073880789801,4.70898319594562,3.68102839402854,4.18573039135663,3.59805166319711,13,9,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.95917489053681,31.1817686460585,TRUE,"tidyverse","htmlwidgets","No",25
"26",1,3.76839549001306,4.43853038363159,3.4949415930314,3.0613805797766,3.17347486538347,14,16,15,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.08237865805859,28.6119698656566,TRUE,"sparklyr","lubridate","No",26
"27",1,4.56540124583989,3.79400434577838,4.13656635768712,3.71596890641376,3.12154786230531,10,15,13,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3.94898398319492,27.9430630709321,TRUE,"tidyverse","lubridate","No",27
"28",1,4.83392692729831,4.09116846462712,2.81388532737037,3.27208366570994,3.0581620534067,4,15,25,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.09439942799509,29.8604662473392,FALSE,"rmarkdown","Rcpp","No",28
"29",1,3.30647608218715,4.22420132299885,3.55163751583314,4.44466986111365,3.16640009818366,9,10,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2.999379928282,30.6145641233009,TRUE,"shiny","htmlwidgets","No",29
"30",2,4.38622915465385,3.12708667526022,4.95264054083964,3.70920862699859,3.72968333779136,6,23,12,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.69850147695979,35.8186063636353,TRUE,"shiny","testthat","No",30
"31",1,4.48998029017821,4.96957019902766,4.63144487870159,3.54225103108911,3.05605304549681,12,9,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.04935276834294,31.1056123195689,TRUE,"tidyverse","testthat","No",31
"32",1,4.40906955907121,4.62743827188388,4.5101265910198,3.19376769970404,3.48022725875489,11,17,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3.42706527304836,31.5770772041913,FALSE,"rmarkdown","DT","No",32
"33",1,3.18993926234543,3.36324953986332,3.13826192123815,4.89713854051661,3.9013048488996,8,14,26,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.56437952001579,36.4654074222315,TRUE,"rmarkdown","recipes","No",33
"34",1,3.58115407405421,3.61464830907062,4.7759286853252,3.96371379023185,3.60840068029938,11,15,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.95419256796595,21.1822027498723,FALSE,"sparklyr","reticulate","No",34
"35",1,3.75183770013973,3.29147709347308,4.40050264610909,3.7273056206177,3.00255200423999,11,13,17,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.60467637720285,26.0187841256177,TRUE,"shiny","httr","No",35
"36",1,3.87526304740459,4.34041219390929,3.06839986890554,2.8644688630593,2.80652893829392,6,22,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.87815833417699,32.6343027245134,FALSE,"shiny","forcats","No",36
"37",3,4.85044487658888,4.97657579509541,2.987862931157,4.7059902754263,2.79815251246328,9,17,9,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.29875003464986,29.4341287691651,TRUE,"rmarkdown","packrat","No",37
"38",1,3.58226903062314,4.75139338942245,4.42167777160648,3.75485443277285,3.1540218386217,10,13,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.73703594470862,29.3192410355956,TRUE,"tidyverse","httr","No",38
"39",1,4.85629689414054,3.09113381709903,3.10136302851606,3.95179570670007,3.28675587259931,8,5,17,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.42620789632201,27.5757680853626,TRUE,"tidyverse","roxygen2","No",39
"40",1,4.90108243841678,4.46828327607363,4.62808121938724,4.02765434281901,3.62492322374601,12,18,24,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.39116162742721,23.6020333631852,FALSE,"rmarkdown","readxl","No",40
"41",1,3.02263005170971,4.93037357507274,4.54185205837712,4.29706118145259,3.44702318869531,10,11,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.88308251631679,31.5398385730505,FALSE,"shiny","devtools","No",41
"42",1,4.94308394333348,4.08641581842676,4.05118265148485,3.53377267788164,2.79485615849262,12,11,27,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.29354202758987,31.1733112776897,TRUE,"plumber","httr","No",42
"43",1,4.68792951060459,3.33994504762813,3.05671102937777,3.81909378763521,2.76906551711727,8,3,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.726176430122,32.6289749038166,FALSE,"tidyverse","readxl","No",43
"44",1,3.15658780140802,4.74553378624842,3.45238661352778,4.6071042206022,3.22254665143555,10,22,23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3.65914404630894,21.4509844809689,TRUE,"tidyverse","readxl","No",44
"45",1,4.04930589580908,3.78120287647471,3.86156712111551,4.6906117965118,3.28743645810755,11,18,17,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.8393173556542,23.0319849286842,FALSE,"rmarkdown","httr","No",45
"46",1,4.99825009284541,3.84157811524346,4.39449795807013,4.7393660415546,2.90336041455157,12,12,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3.86844584724167,36.5526752020181,FALSE,"sparklyr","devtools","No",46
"47",1,4.90306493360549,4.02307745581493,3.92679671820952,4.25907622667728,2.88900876045227,9,18,17,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3.07359681499656,21.7318393922882,TRUE,"shiny","leaflet","No",47
"48",1,4.76910402346402,4.37729350524023,4.13893285027007,4.1462624091655,3.34791815641802,11,17,17,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.84012929396704,38.5467409353077,TRUE,"rmarkdown","broom","No",48
"49",1,4.15399242425337,3.89758095471188,4.70873807073804,4.14420803822577,3.49333915603347,12,13,13,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.89379668602487,28.2321615137366,TRUE,"tidyverse","keras","No",49
"50",1,4.53913716878742,4.14030483411625,4.93454122805269,4.41385080595501,3.80903994000982,9,14,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.55728045257274,20.9214483791893,FALSE,"sparklyr","recipes","No",50
"51",1,3.54849385470152,3.41215124027804,3.43760340794688,3.93973075179383,3.38542157236952,8,10,21,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.52736403502058,36.7775228518059,TRUE,"tidyverse","jsonlite","No",51
"52",1,3.01374884461984,3.85752343619242,3.72630887245759,4.31689849757822,3.90678190399194,11,9,17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.03618221287616,31.3009337767709,FALSE,"rmarkdown","htmlwidgets","No",52
"53",1,3.50909813912585,3.34830308193341,3.34817148296861,2.92393370828358,3.42633191938512,11,19,15,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3.62316386809107,32.0409106267903,TRUE,"tidyverse","httr","No",53
"54",1,3.78363718045875,3.96962931938469,3.26487245352473,4.7675731269992,3.37599871278508,11,9,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.49213051033439,26.1341955014288,FALSE,"sparklyr","htmlwidgets","No",54
"55",1,4.54392005549744,4.54808832518756,3.51251948386198,2.87483813799918,2.86748705699574,8,0,21,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.6692306335899,32.5052971379045,FALSE,"sparklyr","packrat","No",55
"56",2,4.11261303490028,3.14461320871487,4.14610208116937,2.83887856220827,3.82224293897161,9,27,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2.81273598177359,25.345679696503,FALSE,"rmarkdown","carat","No",56
"57",2,3.041636234615,4.41615513293073,3.41607515129726,4.61489535833243,3.21889852063032,10,22,18,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.1536945727421,28.3269169927606,FALSE,"rmarkdown","leaflet","No",57
"58",1,3.12946329871193,4.13777858158574,3.12922586553032,4.84640741732437,3.70619940839242,9,13,14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.2335977149196,29.5879709647284,TRUE,"rmarkdown","roxygen2","No",58
"59",1,3.39120334666222,4.67180767888203,4.2501422536443,4.83937586442335,3.41572320502019,6,4,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.47259019128978,29.6140304616922,TRUE,"sparklyr","DT","No",59
"60",1,4.58032436994836,4.54707624670118,4.61667501920601,4.02848964504665,3.42934735357994,9,14,19,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3.51900475629373,29.0594454217083,FALSE,"tidyverse","readxl","No",60
"61",1,4.61300600972027,3.83057255297899,4.02227187016979,3.63495007576421,3.42147384252166,9,16,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.86007497442188,38.491350897786,TRUE,"tidyverse","purrr","No",61
"62",2,3.12195027340204,4.04435916617513,4.95934216526803,4.41083115932997,3.32305482099764,9,16,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.46532712609041,28.7989956580913,TRUE,"sparklyr","Rcpp","No",62
"63",2,3.66704203700647,4.5590055398643,4.35390793922124,4.09190302412026,2.96513873740332,13,13,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2.96752618602477,28.2664610581916,TRUE,"sparklyr","stringr","No",63
"64",1,4.81913566915318,3.92462193686515,3.90446982701542,2.87061893206555,2.96146519109607,12,22,21,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.65463004744379,28.8042063943088,TRUE,"shiny","httr","No",64
"65",1,4.82191323162988,4.86031195847318,3.7728485793923,4.33355739759281,3.62814831465948,10,21,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.24595033720834,30.4756844281297,FALSE,"plumber","htmlwidgets","No",65
"66",1,4.96141950692981,4.67877386137843,4.3830225202255,3.2386494766688,3.26923649181845,10,17,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2.93702265428146,32.3940891598417,TRUE,"plumber","testthat","No",66
"67",1,3.58967804769054,3.6940102991648,4.20510951965116,4.02849092276301,3.87344746070448,9,23,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3.20517677324824,29.531898745618,TRUE,"shiny","recipes","No",67
"68",1,3.64482836192474,3.38568696239963,2.77319416147657,3.27215777430683,2.96566469571553,11,8,27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.95783242827747,31.9189622937944,FALSE,"tidyverse","ggplot2","No",68
"69",1,4.93291325122118,3.44155170582235,2.91691928851651,4.85948093311163,3.79281554347835,9,19,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3.51165041071363,30.8124499570373,FALSE,"sparklyr","forcats","No",69
"70",1,4.95426136674359,4.38906188914552,3.37598115723813,3.0669019028428,3.05060950957704,10,29,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.61802805541083,30.8031496435814,TRUE,"sparklyr","testthat","No",70
"71",3,4.55016164109111,3.01916493102908,3.74244824692141,2.97722451121081,3.79449722944992,10,2,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2.7721445428906,30.9677756252355,TRUE,"rmarkdown","purrr","No",71
"72",1,3.7990601984784,3.34217530861497,2.77450322458753,4.11088332522195,3.89787324710051,8,19,27,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.97256893198937,18.2550629457697,FALSE,"rmarkdown","packrat","No",72
"73",1,3.09647277742624,4.41676126653329,4.03131969092647,3.84760332776932,2.92613890522625,12,7,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.61037670233054,25.4636138641037,TRUE,"tidyverse","ggplot2","No",73
"74",2,4.55614166148007,3.46558939246461,3.76814444630872,4.28217955504078,2.92134894616902,9,11,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.3283422125387,27.8795901628144,TRUE,"plumber","broom","No",74
"75",1,4.11319197481498,3.05873421393335,3.30424801266054,4.40846835478442,3.37900351709686,7,20,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.93712963705184,28.8102399831218,TRUE,"tidyverse","tidyr","No",75
"76",1,4.89066562615335,4.32742439722642,4.90767816087464,3.25209190306487,2.75100529112387,7,11,23,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3.64843384630512,26.3631479591393,TRUE,"tidyverse","htmlwidgets","No",76
